id,source,group,group_en,group_ru,group_he,equipment,name_en,name_ru,name_he,movement_type,category,has_image,has_technique
mm_reverse_cable_curl_586,mm,elbow_flexors,Elbow Flexors,Сгибатели локтя,כופפי מרפק,cable,Reverse Cable Curl,Обратный сгибание рук с тросом,הפיכת מפרקים הפוכה עם כבל,isolation,strength,yes,yes
mm_reverse_crunch_587,mm,abdominals,Abdominals,Пресс,בטן,bodyweight,Reverse Crunch,Обратное скручивание,כפיפת בטן הפוכה,isolation,strength,yes,yes
mm_reverse_flyes_588,mm,shoulders,Shoulders,Плечи,כתפיים,dumbbells,Reverse Flyes,Разведение рук с гантелями в наклоне,פתיחת כתפיים הפוכה עם משקולות,isolation,strength,yes,yes
mm_reverse_flyes_with_external_rotation_589,mm,shoulders,Shoulders,Плечи,כתפיים,dumbbells,Reverse Flyes With External Rotation,Развод гантелей в наклоне с внешним вращением,פלייס הפוך עם סיבוב חיצוני,isolation,strength,yes,yes
mm_reverse_grip_bent_over_rows_590,mm,back,Back,Спина,גב,barbell,Reverse Grip Bent-Over Rows,Тяга штанги в наклоне обратным хватом,שורת עם תפיסה הפוכה מהכתף,isolation,strength,yes,yes
mm_reverse_grip_triceps_pushdown_591,mm,triceps,Triceps,Разгибатели локтя,פושטי מרפק,cable,Reverse Grip Triceps Pushdown,Французский жим на блоке обратным хватом,דחיפת טריצפס עם תפיסה הפוכה,isolation,strength,yes,yes
mm_reverse_hyperextension_592,mm,back,Back,Спина,גב,machine,Reverse Hyperextension,Обратная гиперэкстензия,היפראקסנסיה הפוכה,isolation,strength,yes,yes
mm_reverse_machine_flyes_593,mm,shoulders,Shoulders,Плечи,כתפיים,machine,Reverse Machine Flyes,Обратные разведения на тренажере,פלייס הפוכה במכשיר,isolation,strength,yes,yes
mm_reverse_plate_curls_594,mm,elbow_flexors,Elbow Flexors,Сгибатели локтя,כופפי מרפק,other,Reverse Plate Curls,Обратные сгибания с гирей,קרלינג הפוך עם משקולת,isolation,strength,yes,yes
mm_reverse_triceps_bench_press_595,mm,chest,Chest,Грудь,חזה,barbell,Reverse Triceps Bench Press,Отжимания на трицепс в обратном хвате,הדפסת טריצפס הפוכה,isolation,strength,yes,yes
mm_rhomboids_smr_596,mm,back,Back,Спина,גב,foam_roll,Rhomboids-SMR,Миофасциальный релиз ромбовидных мышц,שחרור פסיאלי של שרירי העצם הכנף,isolation,stretching,yes,yes
mm_rickshaw_carry_597,mm,forearms,Forearms,Предплечья,אמות ידיים,other,Rickshaw Carry,Рикша-переноска,נשיאת ריקשה,isolation,strongman,yes,yes
mm_rickshaw_deadlift_598,mm,back,Back,Спина,גב,other,Rickshaw Deadlift,Рикша-дедлифт,ריקשה דדליפט,isolation,strongman,yes,yes
mm_ring_dips_599,mm,triceps,Triceps,Разгибатели локтя,פושטי מרפק,other,Ring Dips,Отжимания на кольцах,עליות מוט על טבעות,isolation,strength,yes,yes
mm_rocket_jump_600,mm,legs,Legs,Ноги,רגליים,bodyweight,Rocket Jump,Ракетный прыжок,קפיצת רקטה,isolation,plyometrics,yes,yes
mm_rocking_standing_calf_raise_601,mm,legs,Legs,Ноги,רגליים,barbell,Rocking Standing Calf Raise,Подъём на икры стоя с раскачкой,הרמת בטן עם נדנדה,isolation,strength,yes,yes
mm_rocky_pull_upspulldowns_602,mm,back,Back,Спина,גב,other,Rocky Pull-Ups/Pulldowns,Подтягивания/Тяга в стиле Рокки,משיכות רוקי,isolation,strength,yes,yes
mm_romanian_deadlift_603,mm,legs,Legs,Ноги,רגליים,barbell,Romanian Deadlift,Румынская становая тяга,מתל רומני,isolation,strength,yes,yes
mm_romanian_deadlift_from_deficit_604,mm,legs,Legs,Ноги,רגליים,barbell,Romanian Deadlift from Deficit,Румынская становая тяга с возвышения,מתל רומני מעל גובה,isolation,olympic weightlifting,yes,yes
mm_rope_climb_605,mm,back,Back,Спина,גב,other,Rope Climb,Лазание по канату,טיפוס על חבל,isolation,strength,yes,yes
mm_rope_crunch_606,mm,abdominals,Abdominals,Пресс,בטן,cable,Rope Crunch,Скручивание с канатом,כפיפות בטן עם חבל,isolation,strength,yes,yes
mm_rope_jumping_607,mm,legs,Legs,Ноги,רגליים,other,Rope Jumping,Прыжки через скакалку,קפיצות בחבל,isolation,cardio,yes,yes
mm_rope_straight_arm_pulldown_608,mm,back,Back,Спина,גב,cable,Rope Straight-Arm Pulldown,Тяга верхнего блка прямыми руками,משיכת חבל עם זרועות ישרות,isolation,strength,yes,yes
mm_round_the_world_shoulder_stretch_609,mm,shoulders,Shoulders,Плечи,כתפיים,other,Round The World Shoulder Stretch,"Растяжка плеч ""Вокруг мира""",מתיחת כתפיים 'סביב העולם',isolation,stretching,yes,yes
mm_rowing_stationary_610,mm,legs,Legs,Ноги,רגליים,machine,"Rowing, Stationary","Гребля, на тренажере",חתירה על סדנה,isolation,cardio,yes,yes
mm_runners_stretch_611,mm,legs,Legs,Ноги,רגליים,other,Runner's Stretch,Растяжка бегуна,מתיחת רצים,isolation,stretching,yes,yes
mm_running_treadmill_612,mm,legs,Legs,Ноги,רגליים,machine,"Running, Treadmill",Бег на беговой дорожке,ריצה על מסוע,isolation,cardio,yes,yes
mm_russian_twist_613,mm,abdominals,Abdominals,Пресс,בטן,bodyweight,Russian Twist,Русский твист,סיבוב רוסי,isolation,strength,yes,yes
mm_sandbag_load_614,mm,legs,Legs,Ноги,רגליים,other,Sandbag Load,Поднятие мешка с песком,הרמת שק חול,isolation,strongman,yes,yes
mm_scapular_pull_up_615,mm,back,Back,Спина,גב,other,Scapular Pull-Up,Подтягивание с акцентом на лопатки,משיכה עם דגש על השקעים,isolation,strength,yes,yes
mm_scissor_kick_616,mm,abdominals,Abdominals,Пресс,בטן,bodyweight,Scissor Kick,Перерезание ножницами,חיתוך מספריים,isolation,stretching,yes,yes
mm_scissors_jump_617,mm,legs,Legs,Ноги,רגליים,bodyweight,Scissors Jump,Прыжки ножницами,קפיצות מספריים,isolation,plyometrics,yes,yes
mm_seated_band_hamstring_curl_618,mm,legs,Legs,Ноги,רגליים,other,Seated Band Hamstring Curl,Сгибание ног сидя с эспандером,כיפוף ירך ישיבה עם פס גמישות,isolation,strength,yes,yes
mm_seated_barbell_military_press_619,mm,shoulders,Shoulders,Плечи,כתפיים,barbell,Seated Barbell Military Press,Военный жим штанги сидя,לחימה צבאית ישיבה מוט,isolation,strength,yes,yes
mm_seated_barbell_twist_620,mm,abdominals,Abdominals,Пресс,בטן,barbell,Seated Barbell Twist,Скручивание со штангой сидя,סיבוב ישיבה מוט,isolation,strength,yes,yes
mm_seated_bent_over_one_arm_dumbbell_triceps_extensio_621,mm,triceps,Triceps,Разгибатели локтя,פושטי מרפק,dumbbells,Seated Bent-Over One-Arm Dumbbell Triceps Extension,Разгибание трицепса одной рукой сидя с гантелью,הרחבת טריצפס יד אחת ישיבה דמבל,isolation,strength,yes,yes
mm_seated_bent_over_rear_delt_raise_622,mm,shoulders,Shoulders,Плечи,כתפיים,dumbbells,Seated Bent-Over Rear Delt Raise,Подъем задних дельт сидя,הרמת דלתא אחורית ישיבה,isolation,strength,yes,yes
mm_seated_bent_over_two_arm_dumbbell_triceps_extensio_623,mm,triceps,Triceps,Разгибатели локтя,פושטי מרפק,dumbbells,Seated Bent-Over Two-Arm Dumbbell Triceps Extension,Разгибание трицепса двумя руками сидя с гантелями,הרחבת טריצפס שתי ידיים ישיבה דמבל,isolation,strength,yes,yes
mm_seated_biceps_624,mm,elbow_flexors,Elbow Flexors,Сгибатели локтя,כופפי מרפק,bodyweight,Seated Biceps,Сгибание рук сидя на бицепс,כיפוש ישיבה לשריר הזרוע הקדמי,isolation,stretching,yes,yes
mm_seated_cable_rows_625,mm,back,Back,Спина,גב,cable,Seated Cable Rows,Тяга сидя в блочном тренажере,משיכה ישיבה במכונת כבלים,isolation,strength,yes,yes
mm_seated_cable_shoulder_press_626,mm,shoulders,Shoulders,Плечи,כתפיים,cable,Seated Cable Shoulder Press,Жим плеч сидя в блочном тренажере,לחיצת כתף ישיבה במכונת כבלים,isolation,strength,yes,yes
mm_seated_calf_raise_627,mm,legs,Legs,Ноги,רגליים,machine,Seated Calf Raise,Подъемы икр сидя,הרמת שוק ישיבה,isolation,strength,yes,yes
mm_seated_calf_stretch_628,mm,legs,Legs,Ноги,רגליים,other,Seated Calf Stretch,Растяжка икр сидя,מתיחת שוק ישיבה,isolation,stretching,yes,yes
mm_seated_close_grip_concentration_barbell_curl_629,mm,elbow_flexors,Elbow Flexors,Сгибатели локтя,כופפי מרפק,barbell,Seated Close-Grip Concentration Barbell Curl,Сгибание рук с EZ-грифом сидя концентрированное,כיפוש ישיבה עם מוט EZ קונצנטרי,isolation,strength,yes,yes
mm_seated_dumbbell_curl_630,mm,elbow_flexors,Elbow Flexors,Сгибатели локтя,כופפי מרפק,dumbbells,Seated Dumbbell Curl,Сгибание рук с гантелями сидя,כיפוש ישיבה עם משקולות,isolation,strength,yes,yes
mm_seated_dumbbell_inner_biceps_curl_631,mm,elbow_flexors,Elbow Flexors,Сгибатели локтя,כופפי מרפק,dumbbells,Seated Dumbbell Inner Biceps Curl,Сгибание рук с гантелями сидя на внутреннюю часть бицепса,כיפוש ישיבה עם משקולות לחלק הפנימי של הזרוע,isolation,strength,yes,yes
mm_seated_dumbbell_palms_down_wrist_curl_632,mm,forearms,Forearms,Предплечья,אמות ידיים,dumbbells,Seated Dumbbell Palms-Down Wrist Curl,Сгибание запястий сидя с гантлями ладонями вниз,"כיפוף פרקי כף היד יושב עם משקולות, כפות כלפי מטה",isolation,strength,yes,yes
mm_seated_dumbbell_palms_up_wrist_curl_633,mm,forearms,Forearms,Предплечья,אמות ידיים,dumbbells,Seated Dumbbell Palms-Up Wrist Curl,Сгибание запястий сидя с гантлями ладонями вверх,"כיפוף פרקי כף היד יושב עם משקולות, כפות כלפי מעלה",isolation,strength,yes,yes
mm_seated_dumbbell_press_634,mm,chest,Chest,Грудь,חזה,dumbbells,Seated Dumbbell Press,Жим гантелей сидя,דחיפת משקולות יושב,isolation,strength,yes,yes
mm_seated_flat_bench_leg_pull_in_635,mm,abdominals,Abdominals,Пресс,בטן,bodyweight,Seated Flat Bench Leg Pull-In,Подтягивание ног сидя на скамье,משיכת בטן יושב על ספסל,isolation,strength,yes,yes
mm_seated_floor_hamstring_stretch_636,mm,legs,Legs,Ноги,רגליים,other,Seated Floor Hamstring Stretch,Растяжка подколенных сухожилий сидя на полу,מתיחת גידי האצבע יושב על הרצפה,isolation,stretching,yes,yes
mm_seated_front_deltoid_637,mm,shoulders,Shoulders,Плечи,כתפיים,bodyweight,Seated Front Deltoid,Передний дельтовидный мышца сидя,כתף קדמית יושב,isolation,stretching,yes,yes
mm_seated_glute_638,mm,legs,Legs,Ноги,רגליים,bodyweight,Seated Glute,Ягодичная мышца сидя,ישבן יושב,isolation,stretching,yes,yes
mm_seated_good_mornings_639,mm,legs,Legs,Ноги,רגליים,barbell,Seated Good Mornings,Сидячие «Доброе утро»,בוקר טוב יושב,isolation,powerlifting,yes,yes
mm_seated_hamstring_640,mm,legs,Legs,Ноги,רגליים,other,Seated Hamstring,Сгибание сидя бицепса бедра,כיפוש ישיבה של שרירי הירך האחוריים,isolation,stretching,yes,yes
mm_seated_hamstring_and_calf_stretch_641,mm,legs,Legs,Ноги,רגליים,other,Seated Hamstring and Calf Stretch,Растяжка сидя бицепса бедра и икр,מתיחה ישיבה של שרירי הירך האחוריים והשוקיים,isolation,stretching,yes,yes
mm_seated_head_harness_neck_resistance_642,mm,back,Back,Спина,גב,other,Seated Head Harness Neck Resistance,Сгибание шеи с сопротивлением в шлеме сидя,כפיפת צוואר עם התנגדות במסיכה ישיבה,isolation,strength,yes,yes
mm_seated_leg_curl_643,mm,legs,Legs,Ноги,רגליים,machine,Seated Leg Curl,Сгибание ног сидя,כיפוש ירך ישיבה,isolation,strength,yes,yes
mm_seated_leg_tucks_644,mm,abdominals,Abdominals,Пресс,בטן,bodyweight,Seated Leg Tucks,Подтягивания ног сидя,משיכת בטן ישיבה,isolation,strength,yes,yes
mm_seated_one_arm_dumbbell_palms_down_wrist_curl_645,mm,forearms,Forearms,Предплечья,אמות ידיים,dumbbells,Seated One-Arm Dumbbell Palms-Down Wrist Curl,Сгибание запястий сидя с гантлей одной рукой ладонью вниз,"כפיפת פרק כף יד עם משקולת יד אחת, כף יד למטה",isolation,strength,yes,yes
